14000974,HARMEET LLC,"5678 N 96 ST, Milwaukee, WI 53225",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-07-30 00:00:00.000000,1935 W CENTER ST,No Contest,Court,Active,10359511,0,No,No,Guilty,380,380,2014-02-05,2014-04-07,A
14000981,VAN BROTHERS IV LLC,"9402 N 107 ST, Milwaukee, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-04-05 00:00:00.000000,4801 W WOOLWORTH AVE,No Contest,"Earl Vanderwielen III, RA",Closed,10124301,0,No,No,Guilty,480,0,2014-03-06,2014-06-04,2
14000987,BISHOPS CREEK COMMUNITY DEVELOPMENT CORP,"3500 W MOTHER DANIELS WAY, MILWAUKEE, WI 53209",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-06-21 00:00:00.000000,3274 N 34 ST,No Contest,Court,Closed,10289801,0,No,No,Guilty,1730,0,2014-01-30,2014-03-31,1
14001357,CROSSROADS DEVELOPMENT LLC,"W256 N4811 INVERNESS DRV, PEWAUKEE, WI 53072",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2013-11-14 11:30:00.000000,5415 N 91 ST,No Contest,Court,Active,NS10575821,492,No,No,Guilty,492,492,2014-02-27,2014-04-28,1
14001358,TFN 1 INVESTMENTS LLC,"5928 W BURNHAM, WEST ALLIS, WI 53219",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2013-11-06 12:25:00.000000,1923 N 2 ST,No Plea,,Closed,NS10558861,681,No,No,Dismissed without Prejudice,0,0,2014-02-27,2014-02-27,1
14001363,DIVINE MOMENTUM REAL ESTATE LLC,"901 S WHITNEY WAY, MADISON, WI 53711",Municipal citation,"Ordinance 200-42-2-c, Illegal Occupancy -- No Cert / Unfit",2013-12-16 10:57:00.000000,2555 N 36 ST,No Contest,Court,Closed,NS10619621,555,No,No,Guilty,555,0,2014-02-27,2014-04-28,1
14001364,HORKAN PROPERTIES LLC,"1189 FOUR WINDS WAY, HARTLAND, WI 53029",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2013-11-19 11:30:00.000000,4228 W NEWTON PL,No Contest,Court,Closed,NS10586631,492,No,No,Guilty,492,0,2014-02-27,2014-04-28,1
14001365,HORKAN PROPERTIES LLC,"1189 FOUR WINDS WAY, HARTLAND, WI 53029",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2013-11-21 14:40:00.000000,4228 W NEWTON PL,No Contest,Court,Closed,NS10587971,681,No,No,Guilty,681,0,2014-02-27,2014-04-28,1
14001366,DIVINE MOMENTUM REAL ESTATE LLC,"901 S WHITNEY WAY, MADISON, WI 53711",Municipal citation,"Ordinance 200-42-2-c, Illegal Occupancy -- No Cert / Unfit",2013-12-04 10:57:00.000000,2555 N 36 ST,No Contest,Court,Closed,NS10606451,555,No,No,Guilty,555,0,2014-01-30,2014-03-31,1
14001367,DJC PROPERTIES LLC,"3085 THEATRE RD, DELAVAN, WI 53115",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2013-11-06 09:41:00.000000,2008 S 16 ST,No Contest,Court,Active,NS10602211,681,No,No,Guilty,681,681,2014-02-27,2014-04-28,1
14001384,PROMINENCE EF2 LLC,"2504 SW RAVENSVIEW DRV, PORTLAND, OR 97201",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-05-28 00:00:00.000000,3877 N 26 ST,No Contest,John Olszewski,Closed,10252891,0,No,No,Guilty,280,0,2014-04-03,2014-06-02,2
14001389,ILO CORPORATION,"P.O. BOX 100804, MILWAUKEE, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-03-26 00:00:00.000000,2733 N 12 ST,No Contest,Paris Crossley,Closed,10101101,0,No,No,Guilty,3530,0,2014-04-03,2015-10-21,2
14001390,ILO CORPORATION,"P.O. BOX 100804, MILWAUKEE, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-05-09 00:00:00.000000,2909 N RICHARDS ST,No Contest,Paris Crossley,Closed,10201701,0,No,No,Guilty,2780,0,2014-04-03,2015-10-21,2
14001391,2875 N 21ST STREET LLC,"7311 W BURLEIGH ST, Milwaukee, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-05-28 00:00:00.000000,2875 N 21 ST,No Contest,Court,Closed,10234771,0,No,No,Guilty,1380,0,2014-02-06,2014-04-07,2
14001403,NORTH AVENUE COMMUNITY DEVELOPMENT CORPO,"3341 W NORTH AVE, Milwaukee, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-05-23 00:00:00.000000,3809 W NORTH AVE,No Contest,Court,Active,10234071,0,No,No,Guilty,880,880,2014-02-06,2014-04-07,2
14002253,MANDEL/FIFTH WARD HOLDINGS I LLC,"301 E ERIE ST, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-04-23 00:00:00.000000,344 E FLORIDA ST,No Contest,Robert Monnat,Closed,10162091,0,No,No,Guilty,380,0,2014-05-29,2014-12-01,2
14002254,MANDEL/FIFTH WARD HOLDINGS I LLC,"301 E ERIE ST, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-04-23 00:00:00.000000,322 E FLORIDA ST,No Contest,Robert Monnat,Closed,10162051,0,No,No,Guilty,380,0,2014-05-29,2014-12-01,2
14002255,LIVING EPISTLE CHURCH OF HOLINESS INC,"3401 N 35TH ST, MILWAUKEE, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-03-05 00:00:00.000000,5750 W FOND DU LAC AVE,No Contest,Court,Active,10074811,0,Yes,No,Guilty,1080,1080,2014-02-13,2014-05-14,3
14002257,2408 S 7 ST LLC,"8828 S OAK PARK DRV, OAK CREEK, WI 53154",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-04-24 00:00:00.000000,2408 S 7 ST,No Contest,Chris Kappl,Closed,10165531,0,No,No,Guilty,780,0,2014-05-08,2014-07-07,3
14002259,ANDERSON & ANDERSON CONSTRUCTION LLC,"2707 N 16th ST, Milwaukee, WI 53206",Municipal citation,"Ordinance 66-22-4-h-11, Failure to Comply w/Local, St, Fed Law",2013-11-30 11:00:00.000000,4612 W KEEFE AVE,Not Guilty,Defendant,Closed,61486972,3224,No,No,Dismissed without Prejudice,0,0,2014-03-20,2014-03-20,2
14002260,AMANI ACCOUNTING & TAX SERVICES LLC,"3754 N 51 BLV, Milwaukee, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-05-22 00:00:00.000000,2429 W TOWNSEND ST,No Contest,Julius Mollel,Closed,10230851,0,No,No,Guilty,230,0,2014-02-12,2014-04-14,A
