16000022,TRL 27TH STREET LLC,"600 Apt. 303 E MASON ST, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-08-26 00:00:00.000000,3236 S 27 ST,No Contest,Court,Active,11663881,0,Yes,No,Guilty,580,580,2016-02-25,2016-04-25,1
16000024,LOVE TABERNACLE CHURCH INC,"5301 N 56TH ST, MILWAUKEE, WI 53218",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-05-04 00:00:00.000000,2624 N 1 ST,No Contest,Defendant,Closed,11470731,0,No,No,Guilty,600,0,2016-07-26,2017-01-03,2
16000048,HUBBARD 2535 LLC,"1220 E LOCUST, MILWAUKEE, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-07 00:00:00.000000,2526 N HUBBARD ST,No Contest,Joah Tucker,Closed,11268001,0,No,No,Guilty,3580,0,2016-05-24,2016-11-28,1
16000050,UNDERDOG EQUITIES LLC,"10125 W NORTH AVE, WAUWATOSA, WI 53266",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-07-29 00:00:00.000000,2455 N 55 ST,No Contest,Court,Closed,11617731,0,No,No,Guilty,880,0,2016-02-25,2016-04-25,1
16000052,R & S GROUP WISCONSIN LLC,"997 NULAND RD, DEERFIELD, WI 53531",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-07-10 00:00:00.000000,2407 N 39TH ST,No Contest,Steven Sterling,Closed,11586441,0,No,No,Guilty,230,0,2016-02-25,2016-05-25,1
16000056,PAK RENTALS & CONSTRUCTION LLC,"2842 S 49TH ST, MILWAUKEE, WI 53219",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-06-30 00:00:00.000000,2461 N 50 ST,No Contest,Court,Active,11569661,0,Yes,No,Guilty,10000,10000,2016-02-25,2016-04-25,1
16000065,F STREET INVESTMENTS LLC,"5601 W NORTH AVE, Milwaukee, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-07-21 00:00:00.000000,3744 N 52 ST,No Contest,Scott Lurie,Closed,11604931,0,No,No,Guilty,280,0,2016-03-22,2016-05-23,1
16000069,200 BROADWAY LLC,"643 E ERIE ST, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-10-05 00:00:00.000000,520 E POLK ST,No Contest,PeterRenner,Closed,11738941,0,No,No,Guilty,580,0,2016-05-24,2016-08-22,1
16000070,ON TOP REAL ESTATE LLC,"2326 CARLAS WAY, RACINE, WI 53406",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-05-14 00:00:00.000000,2112 E WEBSTER PL,No Contest,Court,Active,11493311,0,Yes,No,Guilty,2230,2230,2016-02-25,2016-04-25,1
16000071,USL LAND LLC,"301 E ERIE ST, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-10 00:00:00.000000,1501 N WATER ST,No Contest,Court,Closed,11427031,0,No,No,Guilty,580,0,2016-02-25,2016-04-25,1
16000072,BANK OF AMERICA,"16001 N DALLAS PKY, ADDISON, TX 75001",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-07-09 00:00:00.000000,4284 W HIGHLAND BLV,No Contest,Defense Attorney,Closed,11583431,0,No,No,Guilty,5400,0,2016-05-24,2016-08-22,1
16000073,SALLY BEAUTY SUPPLY,"8020 Apt. 200 EXCELSIOR DR, MADISON, WI 53717",Municipal citation,"Ordinance 82-2, Use of False Weights and Measures",2015-11-23 12:00:00.000000,544 E OGDEN AVE,No Contest,Court,Closed,60875861,321.3,No,No,Guilty,321.3,0,2016-01-14,2016-03-14,1
